Campaign_ID,Brand,Campaign_Type,Target_Audience,Channel_Used,Duration,Language,Customer_Segment,Campaign_Date,Impressions,Clicks,Leads,Conversions,Revenue,CPA,Total_Spend,Profit,CTR,Lead_Rate,Conversion_Rate,ROI,Engagement_Score,ROI_Category
NY-CMP-30046,Nykaa,Email,"Premium Shoppers","Google, Facebook",8,Tamil,"Working Women",2024-08-05,72625,9706,4893,3699,2219400,20.93,77420.07,2141979.93,0.1336,0.5041,0.7560,27.6700,25.20,Excellent
NY-CMP-45369,Nykaa,Influencer,Youth,"Email, Google",20,English,"Premium Shoppers",2024-08-29,83605,11674,4048,3141,2424852,26.94,84618.54,2340233.46,0.1396,0.3468,0.7759,27.6500,22.56,Excellent
NY-CMP-42371,Nykaa,"Social Media","Premium Shoppers","Facebook, Google, Email",25,Hindi,"Premium Shoppers",2025-05-05,89968,12449,6167,4765,3168725,23.27,110881.55,3057843.45,0.1384,0.4954,0.7727,27.5800,25.99,Excellent
NY-CMP-42001,Nykaa,"Social Media","College Students",YouTube,8,Hindi,"Working Women",2025-03-20,80345,11079,5945,3857,2190776,19.89,76715.73,2114060.27,0.1379,0.5366,0.6488,27.5500,25.99,Excellent
NY-CMP-20346,Nykaa,Email,"Working Women",Facebook,30,Tamil,"College Students",2024-09-26,96820,11697,4610,3572,2789732,27.38,97801.36,2691930.64,0.1208,0.3941,0.7748,27.5300,20.53,Excellent
NY-CMP-4891,Nykaa,"Paid Ads","Premium Shoppers","WhatsApp, Email",30,English,"Premium Shoppers",2025-03-16,79963,11905,5700,4420,3474120,27.56,121815.20,3352304.80,0.1489,0.4788,0.7754,27.5200,27.54,Excellent
NY-CMP-48725,Nykaa,Influencer,"Tier 2 City Customers","Facebook, Google, Email",15,Bengali,"Tier 2 City Customers",2024-08-11,77497,10945,5499,2893,1999063,24.23,70097.39,1928965.61,0.1412,0.5024,0.5261,27.5200,24.95,Excellent
NY-CMP-38580,Nykaa,Influencer,"Tier 2 City Customers","Email, Facebook",24,Bengali,Youth,2024-10-06,90561,11685,6125,3980,3008880,26.53,105589.40,2903290.60,0.1290,0.5242,0.6498,27.4900,24.06,Excellent
NY-CMP-18477,Nykaa,"Paid Ads",Youth,"Email, Google",28,Hindi,Youth,2024-09-07,87973,10184,4182,2341,1575493,23.62,55294.42,1520198.58,0.1158,0.4106,0.5598,27.4900,18.99,Excellent
NY-CMP-1555,Nykaa,SEO,"Tier 2 City Customers",Facebook,18,Tamil,"Premium Shoppers",2025-03-15,67155,8772,4070,2839,1493314,18.47,52436.33,1440877.67,0.1306,0.4640,0.6975,27.4800,23.35,Excellent
NY-CMP-23714,Nykaa,Email,Youth,YouTube,6,Hindi,"Working Women",2024-09-20,72524,10858,5613,3492,2612016,26.28,91769.76,2520246.24,0.1497,0.5169,0.6221,27.4600,27.53,Excellent
NY-CMP-54313,Nykaa,SEO,"Tier 2 City Customers","YouTube, Instagram",7,Bengali,Youth,2025-02-04,67698,9380,5338,4013,3202374,28.05,112564.65,3089809.35,0.1386,0.5691,0.7518,27.4500,27.67,Excellent
NY-CMP-39111,Nykaa,"Paid Ads","Tier 2 City Customers","WhatsApp, YouTube",27,Bengali,"Premium Shoppers",2025-05-22,85356,9256,5348,2746,2092452,26.78,73537.88,2018914.12,0.1084,0.5778,0.5135,27.4500,20.33,Excellent
NY-CMP-14942,Nykaa,Email,"Premium Shoppers","Google, YouTube, WhatsApp",17,Hindi,"Working Women",2024-07-16,83328,12085,6542,3484,2501512,25.27,88040.68,2413471.32,0.1450,0.5413,0.5326,27.4200,26.53,Excellent
NY-CMP-1637,Nykaa,Influencer,"Working Women",Facebook,12,Hindi,"College Students",2024-08-21,72688,8132,4806,3211,1637610,17.97,57701.67,1579908.33,0.1119,0.5910,0.6681,27.3700,22.22,Excellent
NY-CMP-11171,Nykaa,Influencer,"Premium Shoppers","YouTube, Email",25,Hindi,"College Students",2024-08-07,98168,14426,8481,5513,1681465,10.76,59319.88,1622145.12,0.1470,0.5879,0.6500,27.3500,28.95,Excellent
NY-CMP-11603,Nykaa,"Paid Ads","Tier 2 City Customers","YouTube, Email, WhatsApp",22,Hindi,"Tier 2 City Customers",2025-03-21,93119,10111,3029,2339,1623266,24.50,57305.50,1565960.50,0.1086,0.2996,0.7722,27.3200,16.62,Excellent
NY-CMP-5360,Nykaa,"Social Media",Youth,"WhatsApp, Facebook, YouTube",14,English,Youth,2025-02-01,97904,9385,4583,2803,1754678,22.13,62030.39,1692647.61,0.0959,0.4883,0.6116,27.2900,17.13,Excellent
NY-CMP-45184,Nykaa,"Social Media","College Students",Facebook,15,Bengali,"Premium Shoppers",2024-09-19,95092,10107,6003,4673,2266405,17.15,80141.95,2186263.05,0.1063,0.5939,0.7784,27.2800,21.86,Excellent
NY-CMP-53332,Nykaa,"Social Media","Premium Shoppers","YouTube, Facebook, Google",7,Bengali,"Tier 2 City Customers",2024-11-21,89648,9337,4164,3260,1881020,20.42,66569.20,1814450.80,0.1042,0.4460,0.7829,27.2600,18.70,Excellent
NY-CMP-35425,Nykaa,"Paid Ads","Premium Shoppers","YouTube, Google, Facebook",28,English,"Premium Shoppers",2024-08-06,64914,9366,3782,2962,2094134,25.04,74168.48,2019965.52,0.1443,0.4038,0.7832,27.2300,24.82,Excellent
NY-CMP-33691,Nykaa,"Paid Ads","College Students","Google, WhatsApp",26,Bengali,"Working Women",2025-04-07,84384,9791,4435,2948,2184468,26.25,77385.00,2107083.00,0.1160,0.4530,0.6647,27.2200,20.35,Excellent
NY-CMP-12929,Nykaa,Influencer,"Tier 2 City Customers","Facebook, WhatsApp, Instagram",11,Hindi,Youth,2024-10-05,79335,11829,4651,3592,1619992,15.98,57400.16,1562591.84,0.1491,0.3932,0.7723,27.2200,25.30,Excellent
NY-CMP-40239,Nykaa,SEO,"College Students",Email,10,English,"Premium Shoppers",2024-09-24,90378,6973,4153,3015,2137635,25.13,75766.95,2061868.05,0.0772,0.5956,0.7260,27.2100,15.65,Excellent
NY-CMP-32997,Nykaa,Influencer,"Premium Shoppers","YouTube, Instagram, WhatsApp",17,Bengali,"College Students",2025-04-07,65393,8963,4762,2881,1987890,24.57,70786.17,1917103.83,0.1371,0.5313,0.6050,27.0900,25.39,Excellent
NY-CMP-39270,Nykaa,"Paid Ads","Working Women","Facebook, Google",27,Hindi,"College Students",2025-02-15,91955,8402,4343,3326,2358134,25.26,84014.76,2274119.24,0.0914,0.5169,0.7658,27.0700,17.48,Excellent
NY-CMP-7341,Nykaa,"Paid Ads","Premium Shoppers","Email, Instagram",25,Bengali,"Premium Shoppers",2024-12-08,83649,10628,4922,3093,1738266,20.03,61952.79,1676313.21,0.1271,0.4631,0.6284,27.0600,22.29,Excellent
NY-CMP-15241,Nykaa,Influencer,"Working Women","WhatsApp, YouTube, Google",10,Hindi,Youth,2025-04-24,83997,10240,5265,2947,2192568,26.53,78183.91,2114384.09,0.1219,0.5142,0.5597,27.0400,21.97,Excellent
NY-CMP-42837,Nykaa,Email,"College Students","Google, Facebook",14,Hindi,"Tier 2 City Customers",2025-01-01,95081,11468,5832,4570,2965930,23.16,105841.20,2860088.80,0.1206,0.5085,0.7836,27.0200,23.00,Excellent
NY-CMP-24801,Nykaa,Influencer,"College Students","Email, WhatsApp, Facebook",14,Bengali,"Working Women",2024-08-04,76194,10859,4958,3373,1588683,16.81,56700.13,1531982.87,0.1425,0.4566,0.6803,27.0100,25.19,Excellent
NY-CMP-33745,Nykaa,SEO,"Tier 2 City Customers","Email, WhatsApp",23,Bengali,Youth,2024-08-29,73394,7840,4571,2413,1889379,27.97,67491.61,1821887.39,0.1068,0.5830,0.5279,26.9900,20.20,Excellent
NY-CMP-29723,Nykaa,SEO,"Premium Shoppers",Google,28,Bengali,Youth,2024-08-08,87323,10503,3122,2266,1509156,23.83,53998.78,1455157.22,0.1203,0.2972,0.7258,26.9500,18.20,Excellent
NY-CMP-33815,Nykaa,"Paid Ads","Working Women","YouTube, WhatsApp, Facebook",8,Bengali,"College Students",2024-09-12,40893,5984,3000,2242,1784632,28.54,63986.68,1720645.32,0.1463,0.5013,0.7473,26.8900,27.45,Excellent
NY-CMP-2484,Nykaa,SEO,"Working Women",Email,22,Bengali,"Premium Shoppers",2025-05-27,90833,9083,4430,2720,2048160,27.02,73494.40,1974665.60,0.1000,0.4877,0.6140,26.8700,17.87,Excellent
NY-CMP-23038,Nykaa,Influencer,"Tier 2 City Customers","YouTube, Google",14,Bengali,"Working Women",2024-09-08,88805,12635,3554,2564,1453788,20.40,52305.60,1401482.40,0.1423,0.2813,0.7214,26.7900,21.12,Excellent
NY-CMP-27757,Nykaa,"Paid Ads","Tier 2 City Customers","YouTube, Facebook",28,Hindi,"Working Women",2024-12-02,92159,13026,5180,3853,2423537,22.64,87231.92,2336305.08,0.1413,0.3977,0.7438,26.7800,23.94,Excellent
NY-CMP-36965,Nykaa,"Paid Ads","Tier 2 City Customers","WhatsApp, YouTube",17,Tamil,"Working Women",2024-11-30,66849,7339,4320,2775,2128425,27.61,76617.75,2051807.25,0.1098,0.5886,0.6424,26.7800,21.59,Excellent
NY-CMP-36140,Nykaa,Influencer,"Premium Shoppers","Facebook, Google, YouTube",10,English,Youth,2025-03-10,66781,9385,2413,1845,1389285,27.10,49999.50,1339285.50,0.1405,0.2571,0.7646,26.7800,20.43,Excellent
NY-CMP-6805,Nykaa,Email,"Working Women","Facebook, YouTube",16,English,"College Students",2024-12-04,67280,9670,4542,3560,2783920,28.22,100463.20,2683456.80,0.1437,0.4697,0.7838,26.7100,26.41,Excellent
NY-CMP-12728,Nykaa,Email,Youth,"Facebook, Google",20,Tamil,"College Students",2025-05-14,91954,7667,3848,2194,1676216,27.58,60510.52,1615705.48,0.0834,0.5019,0.5702,26.7000,14.91,Excellent
NY-CMP-13950,Nykaa,SEO,"Premium Shoppers",Email,13,Hindi,"Working Women",2024-11-08,90887,12070,5273,3122,1536024,17.80,55571.60,1480452.40,0.1328,0.4369,0.5921,26.6400,22.52,Excellent
NY-CMP-55281,Nykaa,"Paid Ads","Premium Shoppers","YouTube, Facebook, Instagram",19,English,"Premium Shoppers",2024-10-15,86000,10739,3936,2172,1685472,28.08,60989.76,1624482.24,0.1249,0.3665,0.5518,26.6300,19.59,Excellent
NY-CMP-39371,Nykaa,Influencer,"Premium Shoppers","YouTube, Facebook",15,Tamil,"Working Women",2024-07-17,79314,10106,5395,2979,1674198,20.35,60622.65,1613575.35,0.1274,0.5338,0.5522,26.6200,23.30,Excellent
NY-CMP-55687,Nykaa,Email,"Premium Shoppers","Email, WhatsApp, Google",16,Bengali,Youth,2024-07-23,80802,6225,3062,2371,1401261,21.42,50786.82,1350474.18,0.0770,0.4919,0.7743,26.5900,14.43,Excellent
NY-CMP-45621,Nykaa,"Social Media","Tier 2 City Customers","WhatsApp, YouTube, Facebook",7,English,Youth,2024-12-20,54513,6018,3338,2331,1664334,26.00,60606.00,1603728.00,0.1104,0.5547,0.6983,26.4600,21.44,Excellent
NY-CMP-40157,Nykaa,SEO,"Tier 2 City Customers",Facebook,22,Bengali,"Tier 2 City Customers",2025-01-22,96245,13141,7783,4631,2556312,20.12,93175.72,2463136.28,0.1365,0.5923,0.5950,26.4400,26.55,Excellent
NY-CMP-36014,Nykaa,Email,"Premium Shoppers","Facebook, Instagram",9,Hindi,Youth,2025-03-27,92969,13599,3984,2676,1859820,25.34,67809.84,1792010.16,0.1463,0.2930,0.6717,26.4200,21.79,Excellent
NY-CMP-2483,Nykaa,SEO,Youth,Google,21,Tamil,"Tier 2 City Customers",2024-08-28,97399,8416,5019,2590,1649830,23.24,60191.60,1589638.40,0.0864,0.5964,0.5160,26.4100,16.45,Excellent
NY-CMP-32953,Nykaa,"Paid Ads",Youth,"Facebook, WhatsApp",27,Hindi,"Working Women",2025-05-13,84081,11411,4669,3584,2035712,20.75,74368.00,1961344.00,0.1357,0.4092,0.7676,26.3800,23.39,Excellent
NY-CMP-14157,Nykaa,Influencer,"Premium Shoppers","Email, Google",16,English,"Tier 2 City Customers",2024-11-23,95045,12323,4985,3002,1750166,21.31,63972.62,1686193.38,0.1297,0.4045,0.6022,26.3500,21.37,Excellent
NY-CMP-44171,Nykaa,Influencer,Youth,YouTube,29,Hindi,Youth,2025-02-21,80561,11601,3617,2732,1650128,22.13,60459.16,1589668.84,0.1440,0.3118,0.7553,26.2900,22.28,Excellent
NY-CMP-40032,Nykaa,Influencer,"Premium Shoppers","YouTube, WhatsApp",12,Bengali,"Premium Shoppers",2024-10-30,92946,7694,3148,2243,1435520,23.47,52643.21,1382876.79,0.0828,0.4091,0.7125,26.2600,14.08,Excellent
NY-CMP-19987,Nykaa,SEO,"Working Women","Google, Facebook, Email",25,Bengali,"College Students",2025-03-18,99436,14632,6751,4000,2836000,26.04,104160.00,2731840.00,0.1471,0.4614,0.5925,26.2300,25.53,Excellent
NY-CMP-22782,Nykaa,"Paid Ads","Premium Shoppers",Email,5,Tamil,"Tier 2 City Customers",2025-06-23,79141,11123,4520,3171,1525251,17.68,56063.28,1469187.72,0.1405,0.4064,0.7015,26.2100,23.77,Excellent
NY-CMP-9708,Nykaa,"Social Media",Youth,"Google, Facebook",12,Tamil,"College Students",2024-07-23,98185,9080,3244,1989,1471860,27.20,54100.80,1417759.20,0.0925,0.3573,0.6131,26.2100,14.58,Excellent
NY-CMP-40663,Nykaa,SEO,"College Students","YouTube, Google, Email",6,Hindi,"Working Women",2024-12-02,52754,6714,3979,2074,1480836,26.25,54442.50,1426393.50,0.1273,0.5926,0.5212,26.2000,24.20,Excellent
NY-CMP-47803,Nykaa,"Social Media","Premium Shoppers","Instagram, Facebook",21,Tamil,"Premium Shoppers",2024-08-05,92248,12511,7409,5816,2442720,15.49,90089.84,2352630.16,0.1356,0.5922,0.7850,26.1200,27.90,Excellent
NY-CMP-2659,Nykaa,"Paid Ads","Tier 2 City Customers","YouTube, WhatsApp",14,Tamil,"Tier 2 City Customers",2024-10-06,82842,10629,5101,3634,2456584,24.93,90595.62,2365988.38,0.1283,0.4799,0.7124,26.1100,23.37,Excellent
NY-CMP-26739,Nykaa,"Social Media","Tier 2 City Customers","Google, YouTube, Facebook",9,Bengali,"Working Women",2024-08-14,73705,10198,3750,2239,1650143,27.20,60900.80,1589242.20,0.1384,0.3677,0.5971,26.1000,21.96,Excellent
NY-CMP-1855,Nykaa,Influencer,"College Students","Instagram, WhatsApp",9,Bengali,"Tier 2 City Customers",2025-05-07,52781,6190,3519,1965,1554315,29.22,57417.30,1496897.70,0.1173,0.5685,0.5584,26.0700,22.12,Excellent
NY-CMP-1811,Nykaa,"Social Media","College Students",Google,29,Hindi,"Premium Shoppers",2024-08-25,57762,7992,4372,2684,2098888,28.91,77594.44,2021293.56,0.1384,0.5470,0.6139,26.0500,26.05,Excellent
NY-CMP-50262,Nykaa,Email,"College Students","YouTube, Facebook, Instagram",6,Hindi,Youth,2025-06-09,61861,8096,3219,2228,1566284,26.07,58083.96,1508200.04,0.1309,0.3976,0.6921,25.9700,21.89,Excellent
NY-CMP-8760,Nykaa,"Social Media","Tier 2 City Customers","Instagram, Google",28,Bengali,Youth,2024-07-13,70859,7608,3888,2836,1667568,21.83,61909.88,1605658.12,0.1074,0.5110,0.7294,25.9400,20.23,Excellent
NY-CMP-35151,Nykaa,SEO,"Premium Shoppers","Email, Instagram",13,Tamil,Youth,2025-02-24,84249,10935,6449,4278,2951820,25.61,109559.58,2842260.42,0.1298,0.5898,0.6634,25.9400,25.71,Excellent
NY-CMP-18788,Nykaa,Email,"Tier 2 City Customers",Email,20,Hindi,"Premium Shoppers",2024-12-02,75781,9587,5538,4373,3196663,27.21,118989.33,3077673.67,0.1265,0.5777,0.7896,25.8700,25.73,Excellent
NY-CMP-48824,Nykaa,"Paid Ads","Working Women",Google,19,Bengali,"Working Women",2024-10-21,80224,11351,5837,3934,3044916,28.80,113299.20,2931616.80,0.1415,0.5142,0.6740,25.8700,26.33,Excellent
NY-CMP-28167,Nykaa,SEO,"Tier 2 City Customers","Instagram, Facebook",10,Hindi,"College Students",2025-03-07,85201,10924,6332,4252,2989156,26.18,111317.36,2877838.64,0.1282,0.5796,0.6715,25.8500,25.24,Excellent
NY-CMP-31422,Nykaa,"Social Media","Tier 2 City Customers","WhatsApp, Instagram",6,Tamil,"Working Women",2025-03-05,97522,12419,7268,5282,3153354,22.25,117524.50,3035829.50,0.1273,0.5852,0.7267,25.8300,25.60,Excellent
NY-CMP-53868,Nykaa,SEO,"College Students","Google, Email",20,Bengali,"Premium Shoppers",2024-08-17,89931,7920,3618,2729,1970338,26.91,73437.39,1896900.61,0.0881,0.4568,0.7543,25.8300,15.86,Excellent
NY-CMP-33409,Nykaa,Influencer,"Tier 2 City Customers","YouTube, Instagram",26,Hindi,"Tier 2 City Customers",2025-03-06,62545,8731,5104,3534,2198148,23.22,82059.48,2116088.52,0.1396,0.5846,0.6924,25.7800,27.77,Excellent
NY-CMP-16427,Nykaa,"Paid Ads","College Students","Email, Google, WhatsApp",5,Hindi,"Tier 2 City Customers",2024-10-26,69770,7645,3225,1912,1499008,29.29,56002.48,1443005.52,0.1096,0.4218,0.5929,25.7700,18.32,Excellent
NY-CMP-8626,Nykaa,"Paid Ads","Tier 2 City Customers","Instagram, YouTube",25,English,"Tier 2 City Customers",2024-11-08,86263,10396,6007,2064,1374624,24.91,51414.24,1323209.76,0.1205,0.5778,0.3436,25.7400,21.41,Excellent
NY-CMP-23788,Nykaa,Influencer,"College Students",Facebook,15,Tamil,"Tier 2 City Customers",2024-10-19,93350,9930,4283,3281,2007972,22.92,75200.52,1932771.48,0.1064,0.4313,0.7661,25.7000,18.74,Excellent
NY-CMP-50170,Nykaa,"Social Media","College Students","Google, Email",5,Tamil,"Premium Shoppers",2025-02-11,76334,8973,5040,2246,1527280,25.53,57340.38,1469939.62,0.1175,0.5617,0.4456,25.6400,21.30,Excellent
NY-CMP-54705,Nykaa,Influencer,"Tier 2 City Customers",Google,13,Tamil,"College Students",2024-11-24,89351,10865,4810,3759,2548602,25.48,95779.32,2452822.68,0.1216,0.4427,0.7815,25.6100,21.75,Excellent
NY-CMP-45599,Nykaa,SEO,"Working Women",Email,6,Hindi,Youth,2025-06-09,70479,6840,3100,2211,1465893,24.99,55252.89,1410640.11,0.0971,0.4532,0.7132,25.5300,17.24,Excellent
NY-CMP-45058,Nykaa,"Social Media","Premium Shoppers",Instagram,23,Hindi,Youth,2024-12-19,91851,12965,3600,1964,1461216,28.04,55070.56,1406145.44,0.1412,0.2777,0.5456,25.5300,20.17,Excellent
NY-CMP-19578,Nykaa,Email,Youth,"Google, WhatsApp",16,English,"College Students",2024-07-01,98167,11681,6205,2120,1596360,28.45,60314.00,1536046.00,0.1190,0.5312,0.3417,25.4600,20.38,Excellent
NY-CMP-55790,Nykaa,Email,"Tier 2 City Customers","Instagram, Google, YouTube",27,English,Youth,2024-12-12,79461,8270,4316,2221,1392567,23.70,52637.70,1339929.30,0.1041,0.5219,0.5146,25.4500,18.63,Excellent
NY-CMP-53090,Nykaa,"Social Media",Youth,Email,28,English,"College Students",2024-09-24,90196,11001,5177,3532,2518316,26.98,95293.36,2423022.64,0.1220,0.4706,0.6822,25.4300,21.85,Excellent
NY-CMP-3334,Nykaa,"Social Media","Tier 2 City Customers","Email, WhatsApp, Instagram",20,English,Youth,2024-07-24,92753,5783,3172,2254,1566530,26.30,59280.20,1507249.80,0.0623,0.5485,0.7106,25.4200,12.08,Excellent
NY-CMP-56484,Nykaa,Influencer,"College Students","Instagram, Google",27,Hindi,Youth,2025-05-22,85867,9422,4968,3395,2084530,23.32,79171.40,2005358.60,0.1097,0.5273,0.6834,25.3300,20.71,Excellent
NY-CMP-25641,Nykaa,"Social Media",Youth,"Email, Instagram, Facebook",6,Bengali,"Working Women",2024-07-17,78713,6677,3894,2814,1415442,19.11,53775.54,1361666.46,0.0848,0.5832,0.7227,25.3300,17.00,Excellent
NY-CMP-44178,Nykaa,Influencer,Youth,"WhatsApp, Facebook",10,English,"Tier 2 City Customers",2024-10-31,98924,6335,3473,2760,1868520,25.72,70987.20,1797532.80,0.0640,0.5482,0.7947,25.3200,12.70,Excellent
NY-CMP-14188,Nykaa,SEO,"College Students",Facebook,27,Hindi,"Working Women",2024-11-13,90895,11214,5610,3742,2301330,23.41,87600.22,2213729.78,0.1234,0.5003,0.6670,25.2800,22.63,Excellent
NY-CMP-2944,Nykaa,"Paid Ads","Tier 2 City Customers","Google, Email",19,Hindi,"College Students",2025-03-01,63455,9176,4163,2601,1737468,25.42,66117.42,1671350.58,0.1446,0.4537,0.6248,25.2800,25.12,Excellent
NY-CMP-17180,Nykaa,Email,Youth,"Email, YouTube",6,Hindi,"Working Women",2025-01-20,99600,11564,6660,4696,3644096,29.56,138813.76,3505282.24,0.1161,0.5759,0.7051,25.2500,23.01,Excellent
NY-CMP-28166,Nykaa,Influencer,Youth,"Instagram, WhatsApp, Email",20,Tamil,"College Students",2025-01-12,87089,7352,2476,1955,1497530,29.19,57066.45,1440463.55,0.0844,0.3368,0.7896,25.2400,13.53,Excellent
NY-CMP-20338,Nykaa,Influencer,"Premium Shoppers",WhatsApp,5,English,"Premium Shoppers",2024-12-03,93067,9570,5200,2883,2046930,27.09,78100.47,1968829.53,0.1028,0.5434,0.5544,25.2100,18.97,Excellent
NY-CMP-36371,Nykaa,"Paid Ads","Working Women","Facebook, YouTube, WhatsApp",20,Tamil,"College Students",2025-03-06,85721,9077,4911,2700,1852200,26.17,70659.00,1781541.00,0.1059,0.5410,0.5498,25.2100,19.47,Excellent
NY-CMP-49942,Nykaa,Influencer,"College Students",Instagram,6,Hindi,"Premium Shoppers",2024-11-12,51987,6043,3125,1808,1433744,30.27,54728.16,1379015.84,0.1162,0.5171,0.5786,25.2000,21.11,Excellent
NY-CMP-26557,Nykaa,"Paid Ads","Working Women",WhatsApp,29,Bengali,"Premium Shoppers",2025-03-05,81018,10330,6062,4246,3027398,27.26,115745.96,2911652.04,0.1275,0.5868,0.7004,25.1500,25.47,Excellent
NY-CMP-32357,Nykaa,SEO,Youth,"Google, Instagram, Email",6,Tamil,"Working Women",2025-03-31,98113,10616,5692,4511,3193788,27.12,122338.32,3071449.68,0.1082,0.5362,0.7925,25.1100,21.22,Excellent
NY-CMP-8691,Nykaa,SEO,"Working Women","WhatsApp, Facebook",6,Hindi,"Working Women",2025-03-15,99841,12943,6301,4786,2823740,22.62,108259.32,2715480.68,0.1296,0.4868,0.7596,25.0900,24.07,Excellent
NY-CMP-50666,Nykaa,Influencer,"Premium Shoppers","Instagram, Google, Facebook",26,Bengali,Youth,2024-07-05,68522,6323,2884,2202,1466532,25.54,56239.08,1410292.92,0.0923,0.4561,0.7635,25.0800,16.65,Excellent
NY-CMP-44797,Nykaa,Email,"College Students","YouTube, Google, Email",8,English,Youth,2025-01-29,85428,12162,6490,5141,3079459,22.96,118037.36,2961421.64,0.1424,0.5336,0.7921,25.0800,27.85,Excellent
NY-CMP-7804,Nykaa,"Social Media",Youth,"YouTube, Google, WhatsApp",11,English,Youth,2024-12-15,83684,5050,2400,1718,1321142,29.52,50715.36,1270426.64,0.0603,0.4752,0.7158,25.0500,10.96,Excellent
NY-CMP-25799,Nykaa,Influencer,"College Students",Instagram,22,Bengali,Youth,2025-02-25,95756,13345,5540,3989,1926687,18.55,73995.95,1852691.05,0.1394,0.4151,0.7200,25.0300,23.89,Excellent
NY-CMP-25537,Nykaa,"Paid Ads","Tier 2 City Customers","Email, Facebook, Google",19,Tamil,"Tier 2 City Customers",2024-10-13,86079,11714,6714,5191,3612936,26.82,139222.62,3473713.38,0.1361,0.5732,0.7732,24.9500,27.44,Excellent
NY-CMP-42421,Nykaa,"Social Media",Youth,"Email, Instagram, Facebook",22,Tamil,"Premium Shoppers",2025-05-30,84816,11581,6778,3889,2726189,27.02,105080.78,2621108.22,0.1365,0.5853,0.5738,24.9400,26.23,Excellent
NY-CMP-53954,Nykaa,Influencer,"College Students","Email, WhatsApp, Facebook",13,English,"College Students",2025-04-18,84783,5859,2355,1799,1302476,27.91,50210.09,1252265.91,0.0691,0.4019,0.7639,24.9400,11.81,Excellent
NY-CMP-34357,Nykaa,"Social Media","Premium Shoppers",Instagram,14,Hindi,Youth,2024-07-28,86389,7929,3966,2812,2049948,28.14,79129.68,1970818.32,0.0918,0.5002,0.7090,24.9100,17.02,Excellent
NY-CMP-54480,Nykaa,"Social Media","College Students",YouTube,28,Hindi,"College Students",2024-11-22,48794,7293,3517,2405,1382875,22.23,53463.15,1329411.85,0.1495,0.4822,0.6838,24.8700,27.08,Excellent
NY-CMP-2501,Nykaa,"Social Media","Premium Shoppers","Instagram, WhatsApp",24,Bengali,"College Students",2025-06-02,79856,10079,5604,2235,1410285,24.39,54511.65,1355773.35,0.1262,0.5560,0.3988,24.8700,22.44,Excellent
NY-CMP-26442,Nykaa,"Social Media","Working Women","Email, Instagram",27,Tamil,"College Students",2025-01-17,83932,8364,3695,2502,1979082,30.60,76561.20,1902520.80,0.0997,0.4418,0.6771,24.8500,17.35,Excellent
NY-CMP-5108,Nykaa,"Social Media",Youth,Email,17,Hindi,"College Students",2025-05-17,52022,5368,2827,1807,1349829,28.90,52222.30,1297606.70,0.1032,0.5266,0.6392,24.8500,19.23,Excellent
NY-CMP-53822,Nykaa,Email,Youth,"Facebook, Google, Instagram",8,English,"Tier 2 City Customers",2024-12-14,79138,11628,5592,2985,2190990,28.49,85042.65,2105947.35,0.1469,0.4809,0.5338,24.7600,25.53,Excellent
NY-CMP-16206,Nykaa,"Social Media","College Students","Google, Email",20,Tamil,"Premium Shoppers",2024-08-10,64588,6526,2862,2089,1652399,30.70,64132.30,1588266.70,0.1010,0.4386,0.7299,24.7600,17.77,Excellent
NY-CMP-34321,Nykaa,SEO,"Tier 2 City Customers","WhatsApp, Email",15,English,"College Students",2025-03-02,97355,11392,6056,4374,2471310,21.95,96009.30,2375300.70,0.1170,0.5316,0.7223,24.7400,22.41,Excellent
NY-CMP-55390,Nykaa,"Paid Ads","Tier 2 City Customers",Instagram,21,Hindi,"Tier 2 City Customers",2025-03-17,92054,7071,3706,2544,1930896,29.51,75073.44,1855822.56,0.0768,0.5241,0.6865,24.7200,14.47,Excellent
NY-CMP-9326,Nykaa,"Paid Ads","Tier 2 City Customers","Google, YouTube, Instagram",9,English,"Premium Shoppers",2025-04-30,77625,6968,3394,1853,1471282,31.00,57443.00,1413839.00,0.0898,0.4871,0.5460,24.6200,15.74,Excellent
NY-CMP-38620,Nykaa,"Paid Ads","Tier 2 City Customers",Instagram,5,Hindi,Youth,2024-07-16,95740,13185,7159,5368,2979240,21.72,116592.96,2862647.04,0.1377,0.5430,0.7498,24.5600,26.86,Excellent
NY-CMP-46653,Nykaa,"Paid Ads","Tier 2 City Customers","Google, Email",11,Bengali,Youth,2025-01-11,85313,11096,5049,3828,1703460,17.41,66645.48,1636814.52,0.1301,0.4550,0.7582,24.5600,23.41,Excellent
NY-CMP-43120,Nykaa,"Social Media","Working Women","Facebook, Google, Instagram",6,Hindi,"Tier 2 City Customers",2024-10-27,69850,8367,3668,2695,1959265,28.46,76699.70,1882565.30,0.1198,0.4384,0.7347,24.5400,21.09,Excellent
NY-CMP-49253,Nykaa,"Paid Ads","Premium Shoppers","YouTube, WhatsApp",17,Hindi,"Working Women",2024-07-18,88541,8545,4666,3134,2403778,30.03,94114.02,2309663.98,0.0965,0.5461,0.6717,24.5400,18.46,Excellent
NY-CMP-29275,Nykaa,"Paid Ads","College Students",Instagram,30,Hindi,"Premium Shoppers",2024-12-24,78314,10444,2952,2076,1640040,30.94,64231.44,1575808.56,0.1334,0.2827,0.7033,24.5300,19.76,Excellent
